[lts] 2026-05-14 10:03:55,556 INFO [main] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.info(44) | using logger: com.github.ltsopensource.core.logger.slf4j.Slf4jLoggerAdapter
[lts] 2026-05-14 10:03:56,962 INFO [LTSRedisSubscribe] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.info(52) | Add {"address":"192.168.64.1:0","available":true,"clusterName":"test_cluster","createTime":1778724235621,"group":"test_trade_taskTracker","hostName":"192.168.64.1","httpCmdPort":8721,"identity":"TT_192.168.64.1_19784_10-03-55.606_1","ip":"192.168.64.1","nodeType":"TASK_TRACKER","port":0,"threads":10}, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:03:56,962 INFO [main] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.info(52) | ========== Start success, nodeType=TASK_TRACKER, identity=TT_192.168.64.1_19784_10-03-55.606_1, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:03:56,962 INFO [LTSRedisSubscribe] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.info(52) | Current node become the master node:{"address":"192.168.64.1:0","available":true,"clusterName":"test_cluster","createTime":1778724235621,"group":"test_trade_taskTracker","hostName":"192.168.64.1","httpCmdPort":8721,"identity":"TT_192.168.64.1_19784_10-03-55.606_1","ip":"192.168.64.1","nodeType":"TASK_TRACKER","port":0,"threads":10}, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:03:56,965 INFO [LTSRedisSubscribe] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.info(52) | Start JobPushProcessor master RetryScheduler success, identity=[TT_192.168.64.1_19784_10-03-55.606_1], lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:04:30,274 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:05:30,473 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:06:30,652 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:07:30,835 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:08:30,999 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:09:30,329 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:10:30,618 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:11:30,911 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:12:30,257 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:13:30,560 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:14:30,862 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:15:31,123 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:16:30,482 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:17:30,780 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:18:31,013 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:19:30,259 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:20:30,464 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:21:30,724 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:22:30,982 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:23:30,187 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:24:30,421 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:25:30,704 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:26:30,956 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:27:30,179 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:28:30,384 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:29:30,616 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:30:30,856 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:31:31,104 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:32:30,348 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:33:16,611 INFO [JobRunnerPool-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.info(52) | Current failStore path is /Users/owenjia/.lts/TASK_TRACKER/test_trade_taskTracker/bizlog_failstore/leveldb/TT_192.168.64.1_19784_10-03-55.606_1, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:33:16,621 INFO [JobRunnerPool-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.info(52) | Start BizLogger master RetryScheduler success, identity=[TT_192.168.64.1_19784_10-03-55.606_1], lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:33:16,622 INFO [JobRunnerPool-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.info(52) | Start BizLogger RetryScheduler success, identity=[TT_192.168.64.1_19784_10-03-55.606_1], lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:33:16,678 ERROR [JobRunnerPool-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.error(68) | 2026-05-14 10:33:16   1, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:33:30,625 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:34:30,886 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:35:31,159 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:36:30,505 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:37:30,759 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:38:30,976 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:39:30,222 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
[lts] 2026-05-14 10:40:30,496 WARN [LTS-Monitor-data-collector-thread-1] com.github.ltsopensource.core.logger.slf4j.Slf4jLogger.warn(56) | Report Monitor Data Failed: POST ERROR: url=http://192.168.64.1:8730/MO_192.168.64.1_19759_10-03-43.420_1/monitor_data_add_cmd, errorMsg=Read timed out, lts version: 1.7.3-SNAPSHOT, current host: 192.168.64.1
